id,detail_url,title,location,timeline_hours,area_m2,bedrooms,bathrooms,floors,frontage,price_million_vnd
196958,https://batdongsan.vn/ban-nha-nguyen-son-long-bien-dan-tri-tuyet-voi-dan-xay-oto-full-nt-50m-5-tang12x-tytl-r196958,"Bán nhà Nguyễn Sơn Long Biên- Dân trí Tuyệt vời Dân Xây- Oto- Full NT - 50m 5 tầng12,x tỷ(TL)","Long Biên, Hà Nội",2,50.0,4.0,4.0,6.0,False,12500.0
196967,https://batdongsan.vn/ban-nha-hem-xe-hoi-4m-2-mat-tien-2-tang-ngang-4x23mchi-nhinh-5-ty-r196967,"BÁN NHÀ HẺM XE HƠI 4M, 2 MẶT TIỀN - 2 TẦNG , NGANG 4x23m,CHỈ NHỈNH 5 TỶ.","Bình Chánh, Hồ Chí Minh",2,98.0,4.0,4.0,3.0,True,5500.0
196983,https://batdongsan.vn/o-to-ngu-nha-62m2-5-tang4pn-gan-kdc-cityland-chi-hon-8x-ty-r196983,Ô TÔ NGỦ NHÀ – 62M² – 5 Tầng/4PN – Gần kdc CITYLAND – Chỉ hơn 8x Tỷ,"Gò Vấp, Hồ Chí Minh",2,62.0,4.0,5.0,6.0,False,8740.0
196962,https://batdongsan.vn/ban-nha-phuc-loi-ngo-nong-o-to-vao-nha-trung-tam-dan-xay-39m-5-tang-nhinh-6-ty-r196962,Bán nhà Phúc Lợi - ngõ nông - ô tô vào nhà - trung tâm - dân xây - 39m 5 tầng nhỉnh 6 tỷ,"Long Biên, Hà Nội",2,39.0,3.0,4.0,6.0,False,6500.0
196972,https://batdongsan.vn/tran-duy-hung-6-tang-thang-may-ngo-thong-dt-45m2-mat-tien-35m-gia-1698-ty-r196972,TRẦN DUY HƯNG - 6 TẦNG THANG MÁY - NGÕ THÔNG Dt  45m2 mặt tiền 3.5m Giá 16.98 tỷ,"Cầu Giấy, Hà Nội",2,45.0,3.0,3.0,7.0,True,16980.0
196513,https://batdongsan.vn/ban-nha-to-11-yen-nghia-34m2-3-tang-lo-goc-mat-ngo-nhinh-6-ty-r196513,"Bán Nhà Tổ 11 Yên Nghĩa – 34m2 , 3 tầng – lô góc , mặt ngõ – nhỉnh 6 tỷ","Hà Đông, Hà Nội",96,34.0,3.0,3.0,4.0,False,6550.0
195869,https://batdongsan.vn/ban-nha-vuong-thua-vu-thanh-xuan-86m2-mt-78m-3-tang-135-ty-r195869,"BÁN NHÀ VƯƠNG -THỪA VŨ – THANH XUÂN 86M2- MT 7,8M- 3 TẦNG – 13.5 TỶ","Thanh Xuân, Hà Nội",168,86.0,5.0,4.0,4.0,False,13500.0
196205,https://batdongsan.vn/ban-nha-tay-mo-45m2-mt-45m-5-tang-dan-xay-5-ngu-chao-75-ty-r196205,"Bán nhà Tây Mỗ - 45m2 – mt 4.5m, 5 tầng dân xây 5 ngủ- chào 7,5 tỷ","Nam Từ Liêm, Hà Nội",144,5.0,5.0,4.0,6.0,False,7500.0
196980,https://batdongsan.vn/ban-nha-cao-lo-quan-8-nha-4-tang-moi-dep-ke-hxh-nhinh-6-ty-0948769331-r196980,BÁN NHÀ CAO LỖ  QUẬN 8 – NHÀ 4 TẦNG MỚI  ĐẸP – KẾ HXH  – NHỈNH 6 TỶ- 0948.769.331,"Quận 8, Hồ Chí Minh",2,50.0,5.0,5.0,5.0,False,6000.0
196957,https://batdongsan.vn/ban-nha-mat-tien-tran-phu-gan-vong-xoay-hong-bang-37x12m-4-tang-4-pn-138-ty-r196957,"Bán nhà Mặt tiền Trần Phú, gần vòng xoay Hồng Bàng, 3,7x12m, 4 Tầng, 4 PN, 13,8 tỷ.","Quận 5, Hồ Chí Minh",2,40.0,4.0,4.0,5.0,True,14500.0
196966,https://batdongsan.vn/hoang-hoa-tham-40m-x4-tang-85-ty-20m-ra-pho20m-duong-2-o-to-tranhngo-thong-r196966,"hoàng hoa thám 40m x4 tầng 8,5 tỷ-20m ra phố,20m đường 2 ô tô tránh,ngõ thông","Tây Hồ, Hà Nội",2,40.0,4.0,5.0,5.0,False,8500.0
196520,https://batdongsan.vn/ban-nha-5-lau-co-thang-may-doi-dien-cong-vien-pm-quang-trung-r196520,BÁN NHÀ 5 LẦU CÓ THANG MÁY – ĐỐI DIỆN CÔNG VIÊN PM QUANG TRUNG,"Quận 12, Hồ Chí Minh",96,138.0,13.0,13.0,6.0,False,13700.0
196476,https://batdongsan.vn/ban-nha-quan-5-gan-hong-bang-gia-3-ty9-1-tret-1-lau-nha-chinh-chu-1-doi-r196476,"bán nhà Quận 5 gần Hồng Bàng, giá 3 tỷ9, 1 trệt 1 lầu, nhà chính chủ 1 đời","Quận 5, Hồ Chí Minh",96,30.0,2.0,2.0,2.0,False,3900.0
196492,https://batdongsan.vn/giam-manh-4-ty-nha-hem-1122-quang-trung-5-lau-ngang-58m-90m2-co-tmay-gan-emart-14-ty-r196492,Giảm mạnh 4 tỷ nhà hẻm 1122 Quang Trung 5 lầu ngang 5.8m 90m2 có T.máy gần Emart 14 tỷ.,"Gò Vấp, Hồ Chí Minh",96,90.0,5.0,6.0,6.0,False,14000.0
196499,https://batdongsan.vn/ban-nha-quan-8-nguyen-che-nghia-4-tang-hem-xe-hoi-gia-nhinh-7-ty-r196499,"Bán nhà Quận 8 Nguyễn Chế Nghĩa 4 tầng, hẻm xe hơi, giá nhỉnh 7 tỷ","Quận 8, Hồ Chí Minh",96,64.0,4.0,4.0,5.0,False,7800.0
196507,https://batdongsan.vn/ban-nha-6-tang-mat-tien-duong-yersin-gia-27-ty-tp-nha-trang-dien-tich-1111m2-moi-thong-tin-chi-r196507,"Bán Nhà 6 tầng mặt tiền đường Yersin Giá 27 Tỷ. Tp Nha Trang Diện tích : 111,1m2 mọi thông tin chi","Nha Trang, Khánh Hòa",96,111.0,17.0,,7.0,True,27000.0
196493,https://batdongsan.vn/ban-nha-3-tang-85m2-duong-so-9-linh-xuan-thu-duc-tp-hcm-so-hong-gia-615-ty-lien-he-r196493,"Bán nhà 3 tầng 85m2 , đường số 9, Linh Xuân, Thủ Đức, TP HCM - Sổ hồng, giá 6,15  tỷ. Liên hệ","Thủ Đức, Hồ Chí Minh",96,85.0,5.0,6.0,4.0,False,6150.0
196508,https://batdongsan.vn/nha-moi-2-lau-so-rieng-trung-tam-tan-trieu-chi-550-trieu-r196508,🔥 NHÀ MỚI 2 LẦU – SỔ RIÊNG – TRUNG TÂM TÂN TRIỀU – CHỈ 550 TRIỆU 🔥,"Vĩnh Cửu, Đồng Nai",96,100.0,4.0,2.0,3.0,False,550.0
196477,https://batdongsan.vn/an-duong-tay-ho-nha-moi-6-tang-o-to-16-cho-do-cua-thang-may-2-thoang-truoc-sau-r196477,AN DƯƠNG - TÂY HỒ - NHÀ MỚI 6 TẦNG – Ô TÔ 16 CHỖ ĐỖ CỬA – THANG MÁY – 2 THOÁNG TRƯỚC SAU,"Tây Hồ, Hà Nội",96,75.0,6.0,5.0,7.0,False,21500.0
196498,https://batdongsan.vn/ban-nha-pho-to-vinh-dien-thanh-xuan-59m-4-tang-mt-6m-gia-19-ty-lh-0937158386-r196498,"Bán nhà phố Tô Vĩnh Diện, Thanh Xuân 59m, 4 tầng, mt 6m. Giá: 19 tỷ. LH: 0937158386","Thanh Xuân, Hà Nội",96,59.0,4.0,3.0,5.0,False,19000.0
196480,https://batdongsan.vn/ban-nha-6-tang-ngang-lon-65m-cach-5m-ra-mt-xe-hoi-khu-dso-luu-thong-vinh-hoi-khanh-hoi-ben-r196480,BÁN NHÀ 6 TẦNG- NGANG LỚN 6.5M- CÁCH 5M RA MT XE HƠI- KHU Đ.SỐ- LƯU THÔNG VĨNH HỘI- KHÁNH HỘI- BẾN,"Quận 4, Hồ Chí Minh",96,48.0,8.0,8.0,7.0,False,8530.0
196501,https://batdongsan.vn/nhinh-8-ty-nha-6-tang-canh-nhon-xe-tai-tranh-kinh-doanh-tot-r196501,"🔥 NHỈNH 8 TỶ – NHÀ 6 TẦNG CẠNH NHỔN, XE TẢI TRÁNH – KINH DOANH TỐT 🔥","Hoài Đức, Hà Nội",96,40.0,4.0,5.0,7.0,False,8600.0
196863,https://batdongsan.vn/ban-nha-lac-long-quan-dt-40m-5-tang-dan-xay-o-to-do-cong-30m-o-to-tranh-gan-pho-r196863,Bán nhà Lạc Long Quân - DT 40M - 5 tầng - Dân xây - ô tô đỗ cổng - 30m ô tô tránh - Gần phố,"Tây Hồ, Hà Nội",21,40.0,4.0,5.0,6.0,False,6000.0
196854,https://batdongsan.vn/mat-tien-hem-hxh-quoc-lo-50-quan-8-hxh-ngang-45m-nha-4-tang-tang-noi-that-nhinh-9-d-r196854,"MẶT TIỀN HẺM HXH QUỐC LỘ 50, QUẬN 8-HXH – NGANG 4.5M – NHÀ 4 TẦNG – TẶNG NỘI THẤT- NHỈNH 9  Đ -","Quận 8, Hồ Chí Minh",21,50.0,5.0,6.0,5.0,True,9000.0
196866,https://batdongsan.vn/giam-soc-chot-nhanh-nha-3-lau-42x18-mat-tien-hiep-thanh-06-q12-r196866,"GIẢM SỐC CHỐT NHANH NHÀ 3 LẦU (4.2X18) MẶT TIỀN HIỆP THÀNH 06, Q12","Quận 12, Hồ Chí Minh",21,75.0,3.0,3.0,4.0,True,6000.0
196853,https://batdongsan.vn/nha-moi-xay-tuy-ly-vuong-q8-4-tang-btct-o-ngay-50m2-nhinh-6-ti-0948-769-331-r196853,NHÀ MỚI XÂY TUY LÝ VƯƠNG  Q8 – 4 TẦNG BTCT – Ở NGAY- 50m2-NHỈNH 6 TỈ-0948 769 331,"Quận 8, Hồ Chí Minh",21,50.0,5.0,5.0,5.0,False,6000.0
196874,https://batdongsan.vn/ban-dat-tang-nha-ngoc-lam-90m2-4-tang-trung-tam-long-bien-r196874,Bán đất tặng nhà Ngọc Lâm – 90m² – 4 tầng – Trung tâm Long Biên,"Long Biên, Hà Nội",21,90.0,5.0,3.0,5.0,False,23000.0
196877,https://batdongsan.vn/nha-moi-thanh-cong-mat-ngo-thong-dien-tich-30m2-4-tang-mat-tien-3m-gia-898-ty-r196877,NHÀ MỚI THÀNH CÔNG - MẶT NGÕ THÔNG - Diện tích 30m2 4 tầng mặt tiền 3m Giá 8.98 tỷ,"Ba Đình, Hà Nội",21,30.0,3.0,3.0,5.0,True,8980.0
196861,https://batdongsan.vn/ban-nha-420m-2-tang-hem-o-to-duong-nguyen-oanh-p-7-go-vap-phu-hop-mua-o-r196861,"Bán nhà 4*20m, 2 tầng, hẻm ô tô đường Nguyễn Oanh, P 7, Gò Vấp, phù hợp mua ở","Gò Vấp, Hồ Chí Minh",21,80.0,3.0,3.0,3.0,False,7000.0
196878,https://batdongsan.vn/nha-3-tang-hxh-duong-so-3-binh-tan-dt-83m2-nhinh-5-ty-giap-tan-phu-r196878,NHÀ 3 TẦNG – HXH – ĐƯỜNG SỐ 3 – BÌNH TÂN – DT 83M2 –  NHỈNH 5 TỶ – GIÁP TÂN PHÚ,"Bình Tân, Hồ Chí Minh",21,83.0,3.0,3.0,4.0,False,5900.0
196879,https://batdongsan.vn/ban-nha-kim-ma-30m-x4-tang-chi-58-ty-20m-ra-mat-pho-r196879,"bán nhà kim mã 30m x4 tầng chỉ 5,8 tỷ 20m ra mặt phố","Ba Đình, Hà Nội",21,30.0,3.0,2.0,5.0,True,5800.0
196859,https://batdongsan.vn/nha-lung2-lau-san-thuong-mt-binh-dang-p6q8-thang-may-450kg-r196859,"Nhà lửng,2 lầu, sân thượng MT Bình Đăng P6Q8 thang máy 450kg","Quận 8, Hồ Chí Minh",21,64.0,5.0,6.0,3.0,False,13500.0
196881,https://batdongsan.vn/nha-mat-tien-bau-cat-ca-van-thinh-tan-binh-3-tang-dt-68m2-khai-thac-tot-r196881,"Nhà Mặt Tiền Bàu Cát – Ca Văn Thỉnh, Tân Bình, 3 Tầng, DT 68M², Khai Thác Tốt","Tân Bình, Hồ Chí Minh",21,68.0,10.0,9.0,4.0,True,10960.0
196783,https://batdongsan.vn/hxh-tan-ky-tan-quy-tan-phu-50m2-4m-x-125m-x-3-tang-duc-btct-gan-aeon-mall-chi-715-ty-r196783,"HXH Tân Kỳ Tân Quý, Tân Phú (50m²) 4m x 12.5m x 3 tầng đúc BTCT gần Aeon Mall chỉ 7.15 tỷ.","Tân Phú, Hồ Chí Minh",48,50.0,3.0,3.0,4.0,False,7150.0
196794,https://batdongsan.vn/hiem-ban-nha-moi-dep-hoa-lam-full-noi-that-oto-thang-may-50m-5-tang-nhinh-10-tytl-r196794,Hiếm- Bán nhà mới đẹp Hoa Lấm- Full Nội thất- oto- thang máy-50m 5 tầng nhỉnh 10 tỷ(TL),"Long Biên, Hà Nội",48,60.0,5.0,3.0,6.0,False,10600.0
196789,https://batdongsan.vn/sieu-hiem-ban-nha-lieu-giai-34-m-5-tang-thang-may-mat-tien-46m-o-to-tranh-khu-vip-gia-255-ty-r196789,SIÊU HIẾM ! BÁN NHÀ LIỄU GIAI 34 M 5 TẦNG THANG MÁY MẶT TIỀN 4.6M Ô TÔ TRÁNH KHU VIP GIÁ 25.5 TỶ,"Ba Đình, Hà Nội",48,34.0,3.0,5.0,6.0,True,25500.0
196771,https://batdongsan.vn/kinh-doanh-dinh-mat-tien-duong-hiep-binh-119m2-3-tang-169-ty-thu-duc-r196771,"Kinh doanh đỉnh, mặt tiền đường Hiệp Bình, 119m2, 3 tầng, 16.9 tỷ, Thủ Đức","Thủ Đức, Hồ Chí Minh",48,119.0,3.0,3.0,4.0,True,16900.0
196788,https://batdongsan.vn/chi-542-trieu-m-co-nha-lieu-giai-34-m-5-tang-thang-may-mt-46m-o-to-tranh-khu-vip-gia-255-ty-r196788,CHỈ 542 TRIỆU M CÓ NHÀ LIỄU GIAI 34 M 5 TẦNG THANG MÁY MT 4.6M Ô TÔ TRÁNH KHU VIP GIÁ 25.5 TỶ,"Ba Đình, Hà Nội",48,47.0,3.0,5.0,6.0,False,25500.0
196817,https://batdongsan.vn/nha-ban-4-tang-no-hau-dep-mt-hem-duong-ba-trac-p1-q8-r196817,- Nhà bán 4 tầng nở hậu đẹp MT hẻm Dương Bá Trạc P1 Q8,"Quận 8, Hồ Chí Minh",48,53.0,4.0,4.0,5.0,False,6950.0
196790,https://batdongsan.vn/hiem-ban-nha-dep-trung-tam-viet-hung-full-nt-ngo-nong-oto-55m-5-tang-thang-may-nhinh-10-ty-r196790,Hiếm- Bán nhà đẹp trung tâm Việt Hưng-Full NT ngõ nông- oto- 55m 5 tầng thang máy nhỉnh 10 tỷ,"Long Biên, Hà Nội",48,55.0,3.0,4.0,6.0,False,10500.0
196820,https://batdongsan.vn/ban-gap-nha-truc-chinh-kinh-doanh-6-tang-thang-may-2-oto-tranh-kinh-doanh-lo-goc-2-thoang-r196820,BÁN GẤP NHÀ TRỤC CHÍNH KINH DOANH - 6 TẦNG THANG MÁY - 2 OTO TRÁNH KINH DOANH - LÔ GÓC 2 THOÁNG,"Hoài Đức, Hà Nội",48,35.0,4.0,4.0,7.0,False,9800.0
196768,https://batdongsan.vn/sieu-pham-nha-2-tang-56m2-moi-tinh-tan-ky-tan-quy-quan-tan-phu-r196768,"SIÊU PHẨM NHÀ 2 TẦNG  56m²  MỚI TINH, TÂN KỲ TÂN QUÝ, QUẬN TÂN PHÚ","Tân Phú, Hồ Chí Minh",48,56.0,3.0,2.0,3.0,False,5680.0
196673,https://batdongsan.vn/trung-tam-q10-4-tang-404m2-44-x9-no-hau-61m-sat-mat-tien-8x-ty-r196673,"TRUNG TÂM Q10 - 4 TẦNG - 40,4M2 (4.4 x9) NỞ HẬU 6,1m - SÁT MẶT TIỀN - 8.x TỶ","Quận 10, Hồ Chí Minh",48,40.0,3.0,3.0,5.0,True,8500.0
196666,https://batdongsan.vn/phan-lo-o-to-tranh-via-he-nha-4-tang-dan-xay-chac-chan-trung-tam-dong-anh-chi-viec-xach-r196666,"PHÂN LÔ Ô TÔ TRÁNH – VỈA HÈ – NHÀ 4 TẦNG DÂN XÂY CHẮC CHẮN
TRUNG TÂM ĐÔNG ANH – CHỈ VIỆC XÁCH","Đông Anh, Hà Nội",48,58.0,,,5.0,False,7500.0
196693,https://batdongsan.vn/ban-nha-lien-ke-608m2-chinh-chu-4-tang-5-ngu-tai-trinh-van-bo-ha-noi-r196693,"Bán nhà liền kề 60,8m2 chính chủ  4 tầng 5 ngủ tại Trịnh Văn Bô - Hà Nội","Nam Từ Liêm, Hà Nội",48,8.0,5.0,4.0,5.0,False,18500.0
196841,https://batdongsan.vn/mat-pho-lo-goc-o-to-kinh-doanh-tuong-mai-31m-3-tang-mat-tien-34m74m-125-ty-hai-ba-trung-r196841,"Mặt phố lô góc ô tô, kinh doanh Tương Mai 31m, 3 tầng, mặt tiền 3.4m/7.4m, 12.5 tỷ Hai Bà Trưng.","Hai Bà Trưng, Hà Nội",48,31.0,2.0,2.0,4.0,True,12500.0
196687,https://batdongsan.vn/chinh-chu-can-ban-nha-gan-truong-cap-3-thach-ban-4-tang-moi-xay-duoc-4-nam-xay-doc-lap-1-can-r196687,Chính chủ cần bán nhà gần trường cấp 3 Thạch Bàn. 4 tầng mới xây được 4 năm. Xây độc lập 1 căn.,"Long Biên, Hà Nội",48,50.0,5.0,3.0,5.0,False,13000.0
196670,https://batdongsan.vn/ban-nha-re-moi-ngo-gia-tu-long-bien-5-tang-36m2-mat-tien-4m-gia-chi-6x-ty-cach-mat-pho-r196670,"Bán nha rẻ mói Ngô Gia Tự, Long Biên – 5 tầng –  36m2- mặt tiền 4m –giá chỉ 6,x tỷ. cách mặt phố","Long Biên, Hà Nội",48,36.0,3.0,4.0,6.0,True,6900.0
196692,https://batdongsan.vn/nha-moi-full-noi-that-o-to-do-cua-ngoc-thuy-long-bien-90m2-x-6-tang-24-ty-long-bien-r196692,NHÀ MỚI FULL NỘI THẤT O TÔ ĐỖ CỬA Ngọc Thuỵ -Long Biên 90m2 X 6 Tầng 24 tỷ Long Biên.,"Long Biên, Hà Nội",48,90.0,4.0,5.0,7.0,False,24000.0
196709,https://batdongsan.vn/ban-toa-nha-6-tang-31-chdv-hxh-nguyen-phuc-chu-9x20m-khoan-110tr-chi-279-ty-r196709,"Bán Tòa Nhà 6 Tầng - 31 CHDV - HXH Nguyễn Phúc Chu, 9x20m, Khoán 110tr, chỉ 27,9 tỷ.","Tân Bình, Hồ Chí Minh",48,165.0,31.0,31.0,7.0,False,27900.0
196711,https://batdongsan.vn/ban-nha-3-tang-mat-tien-duong-o-nhon-phu-moi-100-r196711,BÁN NHÀ 3 TẦNG MẶT TIỀN ĐƯỜNG Ở NHƠN PHÚ MỚI 100%,"Quy Nhơn, Bình Định",48,100.0,3.0,3.0,4.0,True,3700.0
196703,https://batdongsan.vn/trung-tam-quan-8-duong-ba-trac-ke-hem-xe-hoi-4m-77m2-nha-4-tang-nhinh-10t-0948769331-r196703,TRUNG TÂM QUẬN 8 – DƯƠNG BÁ TRẠC – KẾ HẺM XE HƠI 4M – 77M² – NHÀ 4 TẦNG- NHỈNH 10T--0948.769.331,"Quận 8, Hồ Chí Minh",48,77.0,4.0,5.0,5.0,False,10000.0
196713,https://batdongsan.vn/ba-dinh-dung-cua-ngam-pho-nha-moi-keng-thang-may-6-tang-full-nt-nhap-khau-r196713,💥BA ĐÌNH- ĐỨNG CỬA NGẮM PHỐ- NHÀ MỚI KENG- THANG MÁY- 6 TẦNG- FULL NT NHẬP KHẨU💥,"Ba Đình, Hà Nội",48,40.0,3.0,,7.0,False,16800.0
196704,https://batdongsan.vn/ban-nha-co-linh-45m-7-tang-thang-may-phan-lo-o-to-tranh-hon-16-ty-r196704,Bán nhà Cổ Linh 45m 7 tầng thang máy phân lô ô tô tránh hơn 16 tỷ,"Long Biên, Hà Nội",48,45.0,3.0,5.0,8.0,False,16000.0
196722,https://batdongsan.vn/ban-nha-1-tret-2-lau-hem-ho-xuan-huong-phuong-nha-trang-dien-tich-hien-su-dung-84-m2-gia-ban-r196722,"Bán nhà 1 trệt 2 lầu hẻm Hồ Xuân Hương, phường Nha Trang
Diện tích hiện sử dụng: 84 m2 Giá bán:","Nha Trang, Khánh Hòa",48,147.0,,,3.0,False,6200.0
196706,https://batdongsan.vn/trung-tam-quan-8-au-duong-lan-ke-hem-xe-hoi-4m-88m2-nha-4-tang-nhinh-10t-0948769331-r196706,TRUNG TÂM QUẬN 8 – ÂU DƯƠNG LÂN – KẾ HẺM XE HƠI 4M – 88M² – NHÀ 4 TẦNG- NHỈNH 10T--0948.769.331,"Quận 8, Hồ Chí Minh",48,88.0,4.0,5.0,5.0,False,10000.0
196694,https://batdongsan.vn/pho-ngoc-lam-81m2-6-tang-mt5m-dan-xay-gara-7-cho-thang-may-23x-ty-r196694,"PHỐ NGỌC LÂM 81M2, 6 TẦNG, MT5M DÂN XÂY, GARA 7 CHỖ, THANG MÁY - 23.X TỶ","Long Biên, Hà Nội",48,81.0,5.0,5.0,7.0,False,23500.0
196725,https://batdongsan.vn/nha-pho-hien-dai-1-tret-2-lau-trung-tam-thu-dau-mot-ve-o-lien-r196725,🏠 NHÀ PHỐ HIỆN ĐẠI – 1 TRỆT 2 LẦU – TRUNG TÂM THỦ DẦU MỘT – VỀ Ở LIỀN,"Thủ Dầu Một, Bình Dương",48,88.0,3.0,4.0,3.0,False,3100.0
196695,https://batdongsan.vn/ban-gap-nha-1-tret-2-lau-duong-ho-van-cong-tien-ich-trong-nha-day-du-gia-2-ty-950-r196695,"BÁN GẤP NHÀ 1 TRỆT 2 LẦU ĐƯỜNG HỒ VĂN CỐNG, TIỆN ÍCH TRONG NHÀ ĐẦY ĐỦ. GIÁ 2 TỶ 950","Thủ Dầu Một, Bình Dương",48,120.0,3.0,4.0,3.0,False,2950.0
196708,https://batdongsan.vn/hxh-quay-dau-lam-van-ben-quan-7-77m2-2-tang-855-ty-r196708,HXH quay đầu - Lâm Văn Bền - Quận 7 - 77m2 - 2 tầng - 8.55 tỷ,"Quận 7, Hồ Chí Minh",48,77.0,4.0,4.0,3.0,False,8555.0
196699,https://batdongsan.vn/hiem-trong-phan-khuc-nha-me-tri-5-tang-mat-tien-5m-o-la-me-lh-0972078667-r196699,"🌟🚨 Hiếm Trong Phân Khúc! Nhà Mễ Trì 5 Tầng – Mặt Tiền 5m

 – Ở là mê LH 📞0972.078.667","Nam Từ Liêm, Hà Nội",48,35.0,3.0,4.0,6.0,True,7450.0
196710,https://batdongsan.vn/ha-gia-chi-105-ty-nha-2-tang-2-mat-duong-phuoc-long-gan-cho-binh-tan-dt-105m2-r196710,"Hạ Giá Chỉ 10,5 Tỷ – Nhà 2 Tầng 2 Mặt Đường Phước Long, Gần Chợ Bình Tân, DT 105m²","Nha Trang, Khánh Hòa",48,105.0,4.0,2.0,3.0,True,10500.0
196657,https://batdongsan.vn/ban-nha-xay-moi-4-tang-ngo-phuong-luu-ngo-quyen-hai-phong-r196657,"🏡 BÁN NHÀ XÂY MỚI 4 TẦNG – NGÕ PHƯƠNG LƯU, NGÔ QUYỀN, HẢI PHÒNG","Hải An, Hải Phòng",72,46.0,4.0,3.0,5.0,False,3250.0
196534,https://batdongsan.vn/ban-nha-dep-3-tang-30m2-gia-65-ty-mat-tien-rong-ngo-thong-o-to-qua-thanh-am-long-bien-r196534,"Bán nhà đẹp 3 tầng – 30m² – giá 6,5 tỷ mặt tiền rộng – ngõ thông ô tô qua – Thanh Am-Long Biên","Long Biên, Hà Nội",96,30.0,3.0,4.0,4.0,True,6500.0
196560,https://batdongsan.vn/ban-nha-rieng-trung-tam-phu-vien-bo-de-30m2-x-5-tang-61-tylong-bien-ha-noi-r196560,BÁN NHÀ RIÊNG TRUNG TÂM Phú Viên Bồ Đề 30m2 X 5 Tầng 6.1 Tỷ.Long Biên -Hà Nội.,"Long Biên, Hà Nội",96,30.0,3.0,4.0,6.0,False,6100.0
196561,https://batdongsan.vn/mat-tien-phan-lo-ngay-cho-pham-the-hien-nha-5-tang-hoan-cong-nhinh-8-ty-0948769331-r196561,MẶT TIỀN PHÂN LÔ – NGAY CHỢ PHẠM THẾ HIỂN – NHÀ 5 TẦNG HOÀN CÔNG – NHỈNH 8 TỶ-0948.769.331,"Quận 8, Hồ Chí Minh",96,65.0,4.0,5.0,6.0,True,8200.0
196537,https://batdongsan.vn/phuong-ban-co-ban-nha-5-tang-btct-kien-co-hau-gan-cho-ban-co-hxh-thong-chi-118-ty-r196537,"[Phường Bàn Cờ] Bán Nhà 5 Tầng BTCT Kiên Cố Hậu Gần Chợ Bàn Cờ, HXH Thông, Chỉ 11.8 Tỷ","Quận 3, Hồ Chí Minh",96,35.0,3.0,4.0,6.0,False,11800.0
196583,https://batdongsan.vn/can-ban-gap-nha-3-tang-1-tum-lac-thien-cach-bien-300m-ngang-87m-gia-365-ty-r196583,"Cần bán gấp nhà 3 tầng 1 tum Lạc Thiện – cách biển 300m – ngang 8,7m – giá 3,65 tỷ","Nha Trang, Khánh Hòa",96,58.0,4.0,3.0,4.0,False,3650.0
196563,https://batdongsan.vn/ban-mat-tien-kinh-doanh-ngay-cho-ta-quang-buu-p4-nha-5-tang-hoan-cong-nhinh-9-ty-0948769331-r196563,BÁN MẶT TIỀN KINH DOANH– NGAY CHỢ TẠ QUANG BỬU P4 – NHÀ 5 TẦNG HOÀN CÔNG – NHỈNH 9 TỶ-0948.769.331,"Quận 8, Hồ Chí Minh",96,60.0,4.0,5.0,6.0,True,9000.0
196516,https://batdongsan.vn/60m2-ban-gap-nha-3-tang-4pn-hxh-pham-van-dong-p1-go-vap-9-ty-39-tl-r196516,"60m2, BÁN GẤP NHÀ 3 TẦNG, 4PN, HXH, PHẠM VĂN ĐỒNG, P1 GÒ VẤP, 9 TỶ 39 TL","Gò Vấp, Hồ Chí Minh",96,60.0,4.0,6.0,4.0,False,9000.0
196555,https://batdongsan.vn/chinh-chu-can-ban-gap-nha-lo-goc-truoc-tet-san-so-do-4-tang-full-noi-that-chi-nhinh-5-ty-r196555,Chính chủ cần bán gấp nhà lô góc trước tết sẵn sổ đỏ 4 Tầng full nội thất chỉ nhỉnh 5 tỷ,"Bắc Từ Liêm, Hà Nội",96,30.0,3.0,3.0,5.0,False,170.0
196656,https://batdongsan.vn/can-ban-biet-thu-le-hong-phong-hai-phong-119m2-4-tang-thang-may-san-cong-rong-gara-2-o-to-r196656,"Cần Bán Biệt Thự Lê Hồng Phong, Hải Phòng 119m² – 4 Tầng, Thang Máy, Sân Cổng Rộng, Gara 2 Ô Tô","Ngô Quyền, Hải Phòng",72,119.0,4.0,5.0,5.0,False,17000.0
196576,https://batdongsan.vn/ban-nha-2-lau-gan-bien-hon-chong-o-to-6m-vinh-hai-gia-33-ty-r196576,"Bán nhà 2 lầu gần biển Hòn Chồng – ô tô 6m – Vĩnh Hải – giá 3,3 tỷ","Nha Trang, Khánh Hòa",96,53.0,3.0,2.0,3.0,False,3300.0
196543,https://batdongsan.vn/chdv-cao-cap-5-tang-63x105m-cach-mang-thang-8-q3-7-phong-ngu-khep-kin-9x-ty-r196543,CHDV CAO CẤP - 5 TẦNG (6.3x10.5m) - CÁCH MẠNG THÁNG 8 Q3 - 7 PHÒNG NGỦ KHÉP KÍN - 9.x TỶ,"Quận 3, Hồ Chí Minh",96,50.0,7.0,7.0,6.0,False,9700.0
197059,https://batdongsan.vn/ban-nha-4tang-mat-tien-duong-2-thang-4-vinh-phuoc-phuong-bac-nha-trang-1488m2-gia-ban-16-ty-r197059,"BÁN NHÀ 4Tầng Mặt Tiền Đường 2 Tháng 4 Vĩnh Phước phường Bắc Nha Trang 148,8m2 Giá Bán : 16 tỷ","Nha Trang, Khánh Hòa",2,148.0,6.0,6.0,5.0,True,16900.0
